from_addr,to_addr,ref_type,source_type,is_primary
CODE:1564,CODE:156a,CONDITIONAL_JUMP,DEFAULT,1
CODE:1567,CODE:1574,CONDITIONAL_JUMP,DEFAULT,1
CODE:156d,EXTMEM:8adc,READ,ANALYSIS,1
CODE:1570,EXTMEM:8adc,WRITE,ANALYSIS,1
CODE:1572,EXTMEM:8add,READ,ANALYSIS,1
CODE:1573,EXTMEM:8add,WRITE,ANALYSIS,1
CODE:157a,CODE:1585,CONDITIONAL_JUMP,DEFAULT,1
CODE:157f,EXTMEM:804f,READ,ANALYSIS,1
CODE:1582,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:1583,CODE:1594,UNCONDITIONAL_CALL,DEFAULT,1
CODE:158b,CODE:1594,CONDITIONAL_JUMP,DEFAULT,1
CODE:1590,EXTMEM:804f,READ,ANALYSIS,1
CODE:1593,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:1597,EXTMEM:804f,READ,ANALYSIS,1
CODE:159b,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:15a7,CODE:15f9,CONDITIONAL_JUMP,DEFAULT,1
CODE:15ac,EXTMEM:8adc,READ,ANALYSIS,1
CODE:15af,EXTMEM:8add,READ,ANALYSIS,1
CODE:15b2,EXTMEM:8ade,READ,ANALYSIS,1
CODE:15b5,EXTMEM:8adf,READ,ANALYSIS,1
CODE:15bd,CODE:15c8,CONDITIONAL_JUMP,DEFAULT,1
CODE:15c2,EXTMEM:804f,READ,ANALYSIS,1
CODE:15c5,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:15c6,CODE:15cf,UNCONDITIONAL_CALL,DEFAULT,1
CODE:15cb,EXTMEM:804f,READ,ANALYSIS,1
CODE:15ce,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:15d2,EXTMEM:804f,READ,ANALYSIS,1
CODE:15d6,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:15dc,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:15e0,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:15e6,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:15ea,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:15f1,EXTMEM:8ade,WRITE,ANALYSIS,1
CODE:15f5,EXTMEM:8adf,WRITE,ANALYSIS,1
CODE:15f7,CODE:159e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:15fa,CODE:1613,CONDITIONAL_JUMP,DEFAULT,1
CODE:1600,EXTMEM:8061,READ,ANALYSIS,1
CODE:1603,EXTMEM:8061,WRITE,ANALYSIS,1
CODE:1607,EXTMEM:7702,WRITE,ANALYSIS,1
CODE:160d,EXTMEM:8061,WRITE,ANALYSIS,1
CODE:1611,EXTMEM:7702,WRITE,ANALYSIS,1
CODE:1616,EXTMEM:804f,READ,ANALYSIS,1
CODE:1619,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:161d,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:1623,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:1627,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:1bf3,EXTMEM:8035,READ,ANALYSIS,1
CODE:1bf6,EXTMEM:8035,WRITE,ANALYSIS,1
CODE:1bfa,EXTMEM:7b00,WRITE,ANALYSIS,1
CODE:1bff,EXTMEM:804d,WRITE,ANALYSIS,1
CODE:1c03,EXTMEM:7b01,WRITE,ANALYSIS,1
CODE:1c07,EXTMEM:8050,WRITE,ANALYSIS,1
CODE:1c0b,EXTMEM:7b02,WRITE,ANALYSIS,1
CODE:1c0f,EXTMEM:804c,READ,ANALYSIS,1
CODE:1c12,EXTMEM:804c,WRITE,ANALYSIS,1
CODE:1c15,EXTMEM:804c,WRITE,ANALYSIS,1
CODE:1c19,EXTMEM:7d00,WRITE,ANALYSIS,1
CODE:1c1d,EXTMEM:804f,READ,ANALYSIS,1
CODE:1c20,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:1c23,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:1c27,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:1c2b,EXTMEM:8054,READ,ANALYSIS,1
CODE:1c2e,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:1c32,EXTMEM:7d02,WRITE,ANALYSIS,1
CODE:1c36,EXTMEM:805c,READ,ANALYSIS,1
CODE:1c39,EXTMEM:805c,WRITE,ANALYSIS,1
CODE:1c3c,EXTMEM:805c,WRITE,ANALYSIS,1
CODE:1c40,EXTMEM:7e02,WRITE,ANALYSIS,1
CODE:1c44,EXTMEM:8061,READ,ANALYSIS,1
CODE:1c47,EXTMEM:8061,WRITE,ANALYSIS,1
CODE:1c4b,EXTMEM:7702,WRITE,ANALYSIS,1
CODE:1c4f,EXTMEM:8067,READ,ANALYSIS,1
CODE:1c52,EXTMEM:8067,WRITE,ANALYSIS,1
CODE:1c56,EXTMEM:6f02,WRITE,ANALYSIS,1
CODE:1c57,CODE:3939,UNCONDITIONAL_CALL,DEFAULT,1
CODE:1c60,CODE:151d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:1c66,CODE:4456,UNCONDITIONAL_CALL,DEFAULT,1
CODE:1c7b,EXTMEM:81bc,READ,ANALYSIS,1
CODE:1c7e,EXTMEM:81bd,READ,ANALYSIS,1
CODE:1c81,EXTMEM:81be,READ,ANALYSIS,1
CODE:1c84,EXTMEM:81bf,READ,ANALYSIS,1
CODE:1c87,CODE:43e8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:1c8a,CODE:1c91,CONDITIONAL_JUMP,DEFAULT,1
CODE:1c8c,CODE:1f64,UNCONDITIONAL_CALL,DEFAULT,1
CODE:1c91,BITS:22,WRITE,DEFAULT,1
CODE:1f67,EXTMEM:8035,READ,ANALYSIS,1
CODE:1f6a,EXTMEM:8035,WRITE,ANALYSIS,1
CODE:1f6e,EXTMEM:7b00,WRITE,ANALYSIS,1
CODE:1f74,EXTMEM:8035,WRITE,ANALYSIS,1
CODE:1f78,EXTMEM:7b00,WRITE,ANALYSIS,1
CODE:1f9b,EXTMEM:8ae2,WRITE,ANALYSIS,1
CODE:1f9e,EXTMEM:8ae3,WRITE,ANALYSIS,1
CODE:1fa2,CODE:4456,UNCONDITIONAL_CALL,DEFAULT,1
CODE:1fac,EXTMEM:8ae2,READ,ANALYSIS,1
CODE:1faf,EXTMEM:8ae3,READ,ANALYSIS,1
CODE:1fba,EXTMEM:81bc,READ,ANALYSIS,1
CODE:1fbd,EXTMEM:81bd,READ,ANALYSIS,1
CODE:1fc0,EXTMEM:81be,READ,ANALYSIS,1
CODE:1fc3,EXTMEM:81bf,READ,ANALYSIS,1
CODE:1fc6,CODE:43e8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:1fc9,CODE:1fd0,CONDITIONAL_JUMP,DEFAULT,1
CODE:1fcb,CODE:1f64,UNCONDITIONAL_CALL,DEFAULT,1
CODE:24ea,BITS:19,READ,DEFAULT,1
CODE:24ea,CODE:24f0,CONDITIONAL_JUMP,DEFAULT,1
CODE:24ed,CODE:25db,UNCONDITIONAL_CALL,DEFAULT,1
CODE:24f0,SFR:8c,WRITE,DEFAULT,1
CODE:24f3,SFR:8a,WRITE,DEFAULT,1
CODE:24f9,EXTMEM:81bc,READ,ANALYSIS,1
CODE:24fc,EXTMEM:81bd,READ,ANALYSIS,1
CODE:24ff,EXTMEM:81be,READ,ANALYSIS,1
CODE:2502,EXTMEM:81bf,READ,ANALYSIS,1
CODE:2518,CODE:444a,UNCONDITIONAL_CALL,DEFAULT,1
CODE:251e,EXTMEM:81c0,READ,ANALYSIS,1
CODE:2521,EXTMEM:81c1,READ,ANALYSIS,1
CODE:2524,EXTMEM:81c2,READ,ANALYSIS,1
CODE:2527,EXTMEM:81c3,READ,ANALYSIS,1
CODE:2539,CODE:444a,UNCONDITIONAL_CALL,DEFAULT,1
CODE:253f,EXTMEM:806b,READ,ANALYSIS,1
CODE:2541,EXTMEM:806b,WRITE,ANALYSIS,1
CODE:2542,CODE:254a,CONDITIONAL_JUMP,DEFAULT,1
CODE:2547,EXTMEM:806a,READ,ANALYSIS,1
CODE:2549,EXTMEM:806a,WRITE,ANALYSIS,1
CODE:2555,EXTMEM:81bc,READ,ANALYSIS,1
CODE:2558,EXTMEM:81bd,READ,ANALYSIS,1
CODE:255b,EXTMEM:81be,READ,ANALYSIS,1
CODE:255e,EXTMEM:81bf,READ,ANALYSIS,1
CODE:2561,CODE:43e8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2564,CODE:2570,CONDITIONAL_JUMP,DEFAULT,1
CODE:2569,CODE:4456,UNCONDITIONAL_CALL,DEFAULT,1
CODE:257b,EXTMEM:81c0,READ,ANALYSIS,1
CODE:257e,EXTMEM:81c1,READ,ANALYSIS,1
CODE:2581,EXTMEM:81c2,READ,ANALYSIS,1
CODE:2584,EXTMEM:81c3,READ,ANALYSIS,1
CODE:2587,CODE:43e8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:258a,CODE:2596,CONDITIONAL_JUMP,DEFAULT,1
CODE:258f,CODE:4456,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2599,EXTMEM:806a,READ,ANALYSIS,1
CODE:259c,EXTMEM:806b,READ,ANALYSIS,1
CODE:25a8,CODE:43e8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:25ab,CODE:260e,CONDITIONAL_JUMP,DEFAULT,1
CODE:25b0,EXTMEM:806a,WRITE,ANALYSIS,1
CODE:25b2,EXTMEM:806b,WRITE,ANALYSIS,1
CODE:25b3,BITS:30,READ,DEFAULT,1
CODE:25b3,CODE:25c2,CONDITIONAL_JUMP,DEFAULT,1
CODE:25b9,EXTMEM:8108,READ,ANALYSIS,1
CODE:25ba,CODE:25c0,CONDITIONAL_JUMP,DEFAULT,1
CODE:25bd,EXTMEM:8109,READ,ANALYSIS,1
CODE:25c0,CODE:25cb,CONDITIONAL_JUMP,DEFAULT,1
CODE:25c6,EXTMEM:80f7,WRITE,ANALYSIS,1
CODE:25c8,EXTMEM:80f8,WRITE,ANALYSIS,1
CODE:25c9,CODE:260e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:25ce,EXTMEM:80f8,READ,ANALYSIS,1
CODE:25d0,EXTMEM:80f8,WRITE,ANALYSIS,1
CODE:25d1,CODE:25d9,CONDITIONAL_JUMP,DEFAULT,1
CODE:25d6,EXTMEM:80f7,READ,ANALYSIS,1
CODE:25d8,EXTMEM:80f7,WRITE,ANALYSIS,1
CODE:25d9,CODE:260e,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:25de,EXTMEM:8108,READ,ANALYSIS,1
CODE:25df,CODE:25e5,CONDITIONAL_JUMP,DEFAULT,1
CODE:25e2,EXTMEM:8109,READ,ANALYSIS,1
CODE:25e5,CODE:260e,CONDITIONAL_JUMP,DEFAULT,1
CODE:25e7,BITS:19,READ,DEFAULT,1
CODE:25e7,CODE:260e,CONDITIONAL_JUMP,DEFAULT,1
CODE:25ed,EXTMEM:81bb,READ,ANALYSIS,1
CODE:25ef,EXTMEM:81bb,WRITE,ANALYSIS,1
CODE:25f0,CODE:25f8,CONDITIONAL_JUMP,DEFAULT,1
CODE:25f5,EXTMEM:81ba,READ,ANALYSIS,1
CODE:25f7,EXTMEM:81ba,WRITE,ANALYSIS,1
CODE:25fb,EXTMEM:81ba,READ,ANALYSIS,1
CODE:25fc,CODE:260e,CONDITIONAL_JUMP,DEFAULT,1
CODE:2600,EXTMEM:81bb,READ,ANALYSIS,1
CODE:2601,CODE:260e,CONDITIONAL_JUMP,DEFAULT,1
CODE:2607,CODE:4456,UNCONDITIONAL_CALL,DEFAULT,1
CODE:262a,EXTMEM:8108,READ,ANALYSIS,1
CODE:262d,EXTMEM:8109,READ,ANALYSIS,1
CODE:2630,CODE:2635,CONDITIONAL_JUMP,DEFAULT,1
CODE:2632,CODE:26d5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2638,CODE:2695,CONDITIONAL_JUMP,DEFAULT,1
CODE:263b,CODE:2695,CONDITIONAL_JUMP,DEFAULT,1
CODE:263e,CODE:2643,CONDITIONAL_JUMP,DEFAULT,1
CODE:2640,CODE:26d1,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2645,CODE:2695,CONDITIONAL_JUMP,DEFAULT,1
CODE:2648,CODE:2695,CONDITIONAL_JUMP,DEFAULT,1
CODE:264c,CODE:2651,CONDITIONAL_JUMP,DEFAULT,1
CODE:264e,CODE:26d5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2651,BITS:aa,WRITE,DEFAULT,1
CODE:265c,CODE:2665,CONDITIONAL_JUMP,DEFAULT,1
CODE:265f,CODE:2663,CONDITIONAL_JUMP,DEFAULT,1
CODE:2663,CODE:2653,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:2668,EXTMEM:805f,READ,ANALYSIS,1
CODE:266b,EXTMEM:805f,WRITE,ANALYSIS,1
CODE:266f,EXTMEM:5f00,WRITE,ANALYSIS,1
CODE:2673,EXTMEM:8069,READ,ANALYSIS,1
CODE:2676,EXTMEM:8069,WRITE,ANALYSIS,1
CODE:267a,EXTMEM:3f80,WRITE,ANALYSIS,1
CODE:267e,EXTMEM:8054,READ,ANALYSIS,1
CODE:2681,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:2685,EXTMEM:7d02,WRITE,ANALYSIS,1
CODE:2689,EXTMEM:804f,READ,ANALYSIS,1
CODE:268c,EXTMEM:804f,WRITE,ANALYSIS,1
CODE:2690,EXTMEM:7d01,WRITE,ANALYSIS,1
CODE:2691,BITS:0d,WRITE,DEFAULT,1
CODE:2693,CODE:26d5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2695,BITS:aa,WRITE,DEFAULT,1
CODE:26a0,CODE:26a9,CONDITIONAL_JUMP,DEFAULT,1
CODE:26a3,CODE:26a7,CONDITIONAL_JUMP,DEFAULT,1
CODE:26a7,CODE:2697,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:26ac,EXTMEM:805f,READ,ANALYSIS,1
CODE:26af,EXTMEM:805f,WRITE,ANALYSIS,1
CODE:26b3,EXTMEM:5f00,WRITE,ANALYSIS,1
CODE:26b7,EXTMEM:8069,READ,ANALYSIS,1
CODE:26ba,EXTMEM:8069,WRITE,ANALYSIS,1
CODE:26be,EXTMEM:3f80,WRITE,ANALYSIS,1
CODE:26c2,EXTMEM:804d,READ,ANALYSIS,1
CODE:26c5,EXTMEM:804d,WRITE,ANALYSIS,1
CODE:26c8,EXTMEM:804d,WRITE,ANALYSIS,1
CODE:26cc,EXTMEM:7b01,WRITE,ANALYSIS,1
CODE:26cd,BITS:0d,WRITE,DEFAULT,1
CODE:26cf,CODE:26d5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:26d1,BITS:8c,WRITE,DEFAULT,1
CODE:26d3,BITS:0d,WRITE,DEFAULT,1
CODE:26eb,BITS:99,READ,DEFAULT,1
CODE:26eb,CODE:26f1,CONDITIONAL_JUMP,DEFAULT,1
CODE:26ee,CODE:27fa,UNCONDITIONAL_CALL,DEFAULT,1
CODE:26f1,BITS:35,READ,DEFAULT,1
CODE:26f1,CODE:26fc,CONDITIONAL_JUMP,DEFAULT,1
CODE:26f4,SFR:99,WRITE,DEFAULT,1
CODE:26f7,BITS:35,WRITE,DEFAULT,1
CODE:26f9,CODE:27f5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:26fc,BITS:36,READ,DEFAULT,1
CODE:26fc,CODE:2707,CONDITIONAL_JUMP,DEFAULT,1
CODE:26ff,SFR:99,WRITE,DEFAULT,1
CODE:2702,BITS:36,WRITE,DEFAULT,1
CODE:2704,CODE:27f5,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2707,BITS:34,READ,DEFAULT,1
CODE:2707,CODE:270d,CONDITIONAL_JUMP,DEFAULT,1
CODE:270a,CODE:27e0,UNCONDITIONAL_CALL,DEFAULT,1
CODE:270d,BITS:38,READ,DEFAULT,1
CODE:270d,CODE:2713,CONDITIONAL_JUMP,DEFAULT,1
CODE:2710,CODE:27e0,UNCONDITIONAL_CALL,DEFAULT,1
CODE:271a,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2720,EXTMEM:817c,READ,ANALYSIS,1
CODE:2721,CODE:2725,CONDITIONAL_JUMP,DEFAULT,1
CODE:2724,EXTMEM:817d,READ,ANALYSIS,1
CODE:2725,CODE:2735,CONDITIONAL_JUMP,DEFAULT,1
CODE:272a,EXTMEM:817d,READ,ANALYSIS,1
CODE:272d,EXTMEM:817d,WRITE,ANALYSIS,1
CODE:2731,EXTMEM:817c,READ,ANALYSIS,1
CODE:2734,EXTMEM:817c,WRITE,ANALYSIS,1
CODE:2738,EXTMEM:8149,READ,ANALYSIS,1
CODE:273b,EXTMEM:814a,READ,ANALYSIS,1
CODE:273e,EXTMEM:814b,READ,ANALYSIS,1
CODE:2740,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:2744,CODE:2772,CONDITIONAL_JUMP,DEFAULT,1
CODE:2746,BITS:32,READ,DEFAULT,1
