0048	284235_1bf03f_now_connect_the_red_uut_to_the_h_te	1bf03f\ Now\ connect\ the\ red\ UUT\ to\ the\ H\ Terminal\ of\ the\ decade\ box\ and\ set\ the\ box\ to\ 0\.022uF\(\.0219\)\.
0049	0c8f81_1bf1d9_hey_i_said_connect_the_red_uut_to_t	1bf1d9\ HEY!!\ I\ said:\ "Connect\ the\ red\ UUT\ to\ the\ H\ Terminal\ of\ the\ decade\ box\ and\ set\ the\ box\ to\ 0\.022uF\(\.0219\)"\.\ Please\ do\ this\ now!
0050	7bfe98_1c0544_now_connect_the_red_uut_to_the_h_te	1c0544\ Now\ connect\ the\ red\ UUT\ to\ the\ H\ Terminal\ of\ the\ decade\ box\ and\ set\ the\ box\ to\ 0\.022uF\(\.0219\)\.
0051	f82c59_1c0cf9_hey_i_said_connect_the_red_uut_to_t	1c0cf9\ HEY!!\ I\ said:\ "Connect\ the\ red\ UUT\ to\ the\ H\ Terminal\ of\ the\ decade\ box\ and\ set\ the\ box\ to\ 0\.022uF\(\.0219\)"\.\ Please\ do\ this\ now!
0052	32a3a9_267933_fconnect_the_uut_and_or_dvm_leads_t	267933\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0053	f5409c_2679e0_fconnect_the_uut_and_or_dvm_leads_t	2679e0\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0054	0ae525_269850_fconnect_the_uut_and_or_dvm_leads_t	269850\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0055	d97b22_269e44_fconnect_the_uut_and_or_dvm_leads_t	269e44\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0056	434423_26a051_fconnect_the_uut_and_or_dvm_leads_t	26a051\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0057	4de133_26a103_fconnect_the_uut_and_or_dvm_leads_t	26a103\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0058	b3929a_26a27a_fconnect_the_uut_and_or_dvm_leads_t	26a27a\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0059	2e8a08_26a417_fconnect_the_uut_and_or_dvm_leads_t	26a417\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0060	80f1a6_45e3d1_0_i0_failed_calibration_offset_adju	45e3d1\ @0@i0\ Failed\ Calibration\.\ Offset\ Adjustment\ too\ high\.
0061	59b836_45ff98_000_failed_calibration_offset_adjus	45ff98\ 000\ Failed\ Calibration\.\ Offset\ Adjustment\ too\ high\.W
0062	e2240b_1649e9_0_i0_failed_calibration_offset_adju	1649e9\ @0@i0\ Failed\ Calibration\.\ Offset\ Adjustment\ too\ high\.
0063	a5e30a_213b29_now_connect_the_red_uut_to_the_h_te	213b29\ Now\ connect\ the\ red\ UUT\ to\ the\ H\ Terminal\ of\ the\ decade\ box\ and\ set\ the\ box\ to\ 0\.022uF\(\.0219\)\.
0064	b364a0_213cc3_hey_i_said_connect_the_red_uut_to_t	213cc3\ HEY!!\ I\ said:\ "Connect\ the\ red\ UUT\ to\ the\ H\ Terminal\ of\ the\ decade\ box\ and\ set\ the\ box\ to\ 0\.022uF\(\.0219\)"\.\ Please\ do\ this\ now!
0065	85b21b_28dc38_fconnect_the_uut_and_or_dvm_leads_t	28dc38\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0066	dfc85a_28dce5_fconnect_the_uut_and_or_dvm_leads_t	28dce5\ fConnect\ the\ UUT\ and/or\ DVM\ leads\ to
0067	ea44a6_1bd790_this_vi_has_a_bad_connection_to_or_	1bd790\ This\ VI\ has\ a\ bad\ connection\ to\ or\ cannot\ find\ a\ subVI\ or\ external\ routine,\ but\ it\ has\ no\ block\ diagram\ to\ show\ or\ fix\ the\ error\.\ You\ must\ find\ or\ correct\ the\ subVI\ or\ external\ routine\.\ Check\ for\ more\ information\ in\ the\ Explain\.\.\.\ dialog\ in\ Get\ Info\.
0068	5ed72b_54fc2c_failed_calibration_gain_adjustment_	54fc2c\ \(\ Failed\ Calibration\.\ Gain\ Adjustment>10%U
0069	6fbd22_2ca0e4_failed_calibration_gain_adjustment_	2ca0e4\ \(\ Failed\ Calibration\.\ Gain\ Adjustment>10%U
0070	829d52_1bf0a2_press_enter_when_ready_cshort_the_u	1bf0a2\ Press\ 'Enter'\ when\ ready\.cShort\ the\ UUT\ leads\ to\ the\ Capacitance\ Decade\ box\(LTerminal\)\.
0071	e06351_20b212_ringer_calibrationlconnect_the_uut_	20b212\ Ringer\ CalibrationLConnect\ the\ UUT\ leads\ to\ the
0072	79272c_3f22c6_failed_calibration_adjusted_10_r	3f22c6\ !!"\ Failed\ Calibration\.\ Adjusted\ >10%R
0073	b9f792_45e324_failed_calibration_gain_adjustment_	45e324\ \(\ Failed\ Calibration\.\ Gain\ Adjustment>10%
0074	fd47e9_45f843_failed_calibration_gain_adjustment_	45f843\ \(\ Failed\ Calibration\.\ Gain\ Adjustment>10%U
0075	e6b53b_16493c_failed_calibration_gain_adjustment_	16493c\ \(\ Failed\ Calibration\.\ Gain\ Adjustment>10%
0076	37384b_213b8c_press_enter_when_ready_cshort_the_u	213b8c\ Press\ 'Enter'\ when\ ready\.cShort\ the\ UUT\ leads\ to\ the\ Capacitance\ Decade\ box\(LTerminal\)\.
0077	9370b6_253879_ringer_calibrationlconnect_the_uut_	253879\ Ringer\ CalibrationLConnect\ the\ UUT\ leads\ to\ the
0078	02b2e1_49311_f_cluster_error_in_a_cluster_describ	49311\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0079	4d23be_51039_f_cluster_error_in_a_cluster_describ	51039\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0080	a11ac7_5f48a_f_cluster_error_in_a_cluster_describ	5f48a\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0081	57da46_76489_f_cluster_error_in_a_cluster_describ	76489\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0082	e701f7_9b381_f_cluster_error_in_a_cluster_describ	9b381\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0083	156924_b6303_f_cluster_error_in_a_cluster_describ	b6303\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0084	dccfb7_4ffb_f_cluster_error_in_a_cluster_describi	4ffb\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0085	a7b2df_491ae_f_cluster_error_in_a_cluster_describ	491ae\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0086	e1b1c3_50eca_f_cluster_error_in_a_cluster_describ	50eca\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0087	b71f9b_5f2ef_f_cluster_error_in_a_cluster_describ	5f2ef\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0088	a7c25b_762ba_f_cluster_error_in_a_cluster_describ	762ba\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0089	ba1d22_9b152_f_cluster_error_in_a_cluster_describ	9b152\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0090	ead26d_b607c_f_cluster_error_in_a_cluster_describ	b607c\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0091	45fd89_479fa_f_cluster_error_in_a_cluster_describ	479fa\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0092	c390e1_4f78e_f_cluster_error_in_a_cluster_describ	4f78e\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0093	3f2061_5dc0f_f_cluster_error_in_a_cluster_describ	5dc0f\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0094	9832a9_74cae_f_cluster_error_in_a_cluster_describ	74cae\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0095	58472a_99a1e_f_cluster_error_in_a_cluster_describ	99a1e\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0096	a6b4c5_b494c_f_cluster_error_in_a_cluster_describ	b494c\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0097	713b81_165338_this_box_is_where_you_enter_a_comme	165338\ This\ box\ is\ where\ you\ enter\ a\ comment\ describing\ the\ changes\ you\ have\ made\ to\ the\ VI\.\ When\ you\ are\ ready\ to\ add\ the\ comment\ to\ the\ history,\ press\ the\ Add\ button\ or\ select\ Add\ from\ the\ History\ menu\.
0098	7db078_1bc147_could_not_load_vi_resource_version_	1bc147\ Could\ not\ load\ VI\ resource\.,Version\ of\ VI\ is\ newer\ than\ LabVIEW\ version\.\?Version\ of\ VI\ is\ too\ old\ to\ convert\ to\ current\ LabVIEW\ version\.JVI\ cannot\ be\ converted\ to\ current\ version\ because\ it\ has\ no\ block\ diagram\."Could\ not\ load\ connector\ type\ map\.
0099	33c33b_1bdd78_a_wire_must_be_connected_to_one_and	1bdd78\ A\ wire\ must\ be\ connected\ to\ one\ and\ only\ one\ data\ source,\ such\ as\ a\ control's\ terminal\ or\ a\ function\ output\.\ This\ wire\ is\ not\ connected\ to\ any\ source\.\ Find\ the\ source\ of\ this\ data\ and\ make\ sure\ it\ is\ a\ control\ \(not\ indicator\)\ or\ an\ output\ \(not\ input\)\.
0100	9568c7_1be595_a_wire_can_be_connected_to_only_one	1be595\ A\ wire\ can\ be\ connected\ to\ only\ one\ data\ source,\ such\ as\ a\ control's\ terminal\ or\ a\ function\ output\.\ This\ wire\ is\ connected\ to\ more\ than\ one\ source\.\ Make\ sure\ that\ all\ connections\ except\ one\ are\ to\ indicators\ \(not\ controls\)\ or\ inputs\ \(not\ outputs\)\.
0101	d003dc_1cd8c1_connection_timed_out_connection_is_	1cd8c1\ Connection\ timed\ out!Connection\ is\ already\ in\ progress
0102	758c9c_23c21d_f_cluster_error_in_a_cluster_descri	23c21d\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0103	42314d_243be5_f_cluster_error_in_a_cluster_descri	243be5\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0104	e5588c_251e0e_f_cluster_error_in_a_cluster_descri	251e0e\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0105	bb9fd7_25e740_f_cluster_error_in_a_cluster_descri	25e740\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0106	0dfca1_271419_f_cluster_error_in_a_cluster_descri	271419\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0107	1f76a5_295fa9_f_cluster_error_in_a_cluster_descri	295fa9\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0108	c7c749_2b0cef_f_cluster_error_in_a_cluster_descri	2b0cef\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0109	010ff9_2b8e58_f_cluster_error_in_a_cluster_descri	2b8e58\ f\(cluster\)\ error\ in:\ a\ cluster\ describing\ any\ error\ conditions\ prior\ to\ this\ VI's\ execution\.\ The\ default\ input\ of\ this\ cluster\ is\ no\ error\.\ If\ an\ error\ has\ already\ occurred,\ this\ VI\ does\ nothing\.\ The\ error\ in\ cluster\ contains\ the\ following\ parameters:
0110	81a2ee_370478_make_sure_the_red_uut_lead_is_not_c	370478\ ,Make\ sure\ the\ red\ UUT\ lead\ is\ not\ connected\.RD
0111	eb08d6_370734_make_sure_the_red_uut_lead_is_not_c	370734\ ,Make\ sure\ the\ red\ UUT\ lead\ is\ not\ connected\.W
0112	872ced_370b37_q_make_sure_the_red_uut_lead_is_not	370b37\ 'q,Make\ sure\ the\ red\ UUT\ lead\ is\ not\ connected\.
0113	f6605b_370b7d_cap_make_sure_the_red_uut_lead_is_n	370b7d\ CAP,Make\ sure\ the\ red\ UUT\ lead\ is\ not\ connected\.
0114	ac66d8_3a5732_capacitance_decade_box_high_termina	3a5732\ Capacitance\ Decade\ Box\ \(High\ Terminal\)\.HConnect\ the\ black\ UUT\ lead\ to\ the
0115	ecb612_3a57d8_capacitance_decade_box_high_termina	3a57d8\ Capacitance\ Decade\ Box\ \(High\ Terminal\)\.HConnect\ the\ black\ UUT\ lead\ to\ the
0116	7bd430_4ce5bb_qtcp_ncsysconnabortederr_the_system	4ce5bb\ qTCP\ ncSysConnAbortedErr:\ The\ system\ caused\ the\ connection\ to\ be\ aborted\.
0117	5d7ae7_4ce703_tcp_ncalreadyconnectederr_the_conne	4ce703\ TCP\ ncAlreadyConnectedErr:\ The\ connection\ is\ already\ established\.
0118	5eabd3_4dc91f_most_applications_need_only_connect	4dc91f\ Most\ applications\ need\ only\ connect\ wires\ to\ the\ controls\ and\ indicators\ displayed\ in\ bold\.\ Connections\ to\ other\ controls\ and\ indicators\ are\ useful\ only\ if\ specifically\ needed\.
0119	ecd585_4e2b1f_most_applications_need_only_connect	4e2b1f\ Most\ applications\ need\ only\ connect\ wires\ to\ the\ controls\ and\ indicators\ displayed\ in\ bold\.\ Connections\ to\ other\ controls\ and\ indicators\ are\ useful\ only\ if\ specifically\ needed\.
